grammatical,ungrammatical
"Varje månad har vi utgifter för kött, fisk, mjölk, öl, tobak, kläder, möbler, hyra, läkarvård osv.","Varje månad vi har utgifter för kött, fisk, mjölk, öl, tobak, kläder, möbler, hyra, läkarvård osv."
Eftersom det är en praktisk omöjlighet att mäta priset vid varje försäljningstransaktion måste man nöja sig med ett urval.,Eftersom är en praktisk omöjlighet att mäta priset vid varje försäljningstransaktion det måste man nöja sig med ett urval.
I mitten av varje månad samlar statistiska centralbyrån in 30000 prisuppgifter från över 2300 butiker.,I mitten av varje månad statistiska centralbyrån samlar in 30000 prisuppgifter från över 2300 butiker.
"För en del varor kan priserna samlas in centralt därför att priserna är enhetliga i hela landet, exempelvis sprit, tidningar och läkemedel.","För en del varor priserna kan samlas in centralt därför att priserna är enhetliga i hela landet, exempelvis sprit, tidningar och läkemedel."
Sedan beräknas den procentuella prisförändringen för varje vara och resultaten vägs tillsammans till en total prisförändring - konsumentprisindex.,Sedan den procentuella prisförändringen beräknas för varje vara och resultaten vägs tillsammans till en total prisförändring - konsumentprisindex.
Vid den här sammanräkningen tas hänsyn till hur stor del den förbrukade varan har i vår budget.,Vid den här sammanräkningen hänsyn tas till hur stor del den förbrukade varan har i vår budget.
Om kvalitetsförändringen kan anses motsvara prisförändringen så blir index opåverkat - i annat fall skall åtminstone någon del av prishöjningen beaktas.,Om kan anses motsvara prisförändringen så kvalitetsförändringen blir index opåverkat - i annat fall skall åtminstone någon del av prishöjningen beaktas.
För att göra sådana här värderingar måste statistiska centralbyrån ha hjälp av experter.,För att göra sådana här värderingar statistiska centralbyrån måste ha hjälp av experter.
Här spelar butikspersonalen en viktig roll.,Här butikspersonalen spelar en viktig roll.
"Förr ingick bland representantvarorna i KPI varor som fårstek, bruna bönor, rågmjöl, herrtrenchcoat och tvättbräde.","Förr varor som fårstek, bruna bönor, rågmjöl, herrtrenchcoat och tvättbräde ingick bland representantvarorna i KPI."
Under varje tolvmånadersperiod (december - december) mäts prisutvecklingen på identiska varor.,Under varje tolvmånadersperiod (december - december) prisutvecklingen på identiska varor mäts.
Vid varje årskifte ändras representantvarornas sammansättning alltefter som konsumtionsriktningen ändras.,Vid varje årskifte representantvarornas sammansättning ändras alltefter som konsumtionsriktningen ändras.
Som syns i tidningsrubrikerna på föregående sida får förändringar av KPI stor publicitet.,Som förändringar av KPI syns i tidningsrubrikerna på föregående sida får stor publicitet.
Som ett litet exempel på hur KPI används har vi räknat ut prisstegringen från januari 1969 till januari 1970.,Som ett litet exempel på hur används KPI har vi räknat ut prisstegringen från januari 1969 till januari 1970.
"För den som vill veta mer om konsumentprisindex har statistiska centralbyrån givit ut en broschyr, vilken kan köpas i bokhandeln eller rekvireras från Allmänna Förlaget, Fack, 10320 Stockholm 16.","För den vill veta mer om konsumentprisindex som har statistiska centralbyrån givit ut en broschyr, vilken kan köpas i bokhandeln eller rekvireras från Allmänna Förlaget, Fack, 10320 Stockholm 16."
1 januari 1972 inleds myntreformen.,1 januari 1972 myntreformen inleds.
Under en övergångsperiod på ett halvår gäller både den gamla och nya femöringen.,Under en övergångsperiod på ett halvår både den gamla och nya femöringen gäller.
1 juli 1972 slopas alla ett- och tvåöringar och den gamla femöringen.,1 juli 1972 alla ett- och tvåöringar och den gamla femöringen slopas.
Efter den 1 juli 1972 gäller nämligen en lag om avrundning.,Efter den 1 juli 1972 en lag om avrundning gäller nämligen.
Och fortfarande kan bensin säljas för 98 öre litern.,Och fortfarande bensin kan säljas för 98 öre litern.
Då avrundas slutsumman nedåt till 21:55.,Då slutsumman avrundas nedåt till 21:55.
"Om du köper en halv liter mjölk för 0:78, en limpa för 2:57 och ett halvt kilo margarin för 2:87 gör detta sammanlagt 6:22.","Om köper en halv liter mjölk för 0:78, en limpa för 2:57 och ett halvt kilo margarin för 2:87 du gör detta sammanlagt 6:22."
(De rätta lösningarna hittar du längst ner.),(De rätta lösningarna du hittar längst ner.)
Fördelen är att vi får färre mynt att hålla reda på.,Fördelen vi är att får färre mynt att hålla reda på.
Därför gäller avrundningen endast då slutsumman ska betalas.,Därför avrundningen gäller endast då slutsumman ska betalas.
Inte heller ska sådant som literpriserna på bensin eller markeringsavgiften för telefonsamtal ändras därför att ett- och tvåöringarna försvinner.,Inte heller sådant som literpriserna på bensin eller markeringsavgiften för telefonsamtal ska ändras därför att ett- och tvåöringarna försvinner.
Under färd skall flytvästen vara på.,Under färd flytvästen skall vara på.
På bryggan måste all lek vara förbjuden.,På bryggan all lek måste vara förbjuden.
Då uppfylls inte det första kravet på välbalanserat flytläge.,Då det första kravet på välbalanserat flytläge uppfylls inte.
"Bland de flytvästar för barn som presenteras i översikten finns det ingen vars flytförmåga enligt deklarationen i VDN Fakta påverkas av tvättmedel, olja, slag eller röta.","Bland de flytvästar för barn presenteras i översikten som finns det ingen vars flytförmåga enligt deklarationen i VDN Fakta påverkas av tvättmedel, olja, slag eller röta."
I uppställningen på sid. 27 kan du se vilka märken som finns på marknaden och deras cirkapriser som uppgivits för Spk i maj 1970.,I uppställningen på sid. 27 du kan se vilka märken som finns på marknaden och deras cirkapriser som uppgivits för Spk i maj 1970.
Här anges de priser som tas av Domus i Stockholm.,Här de priser som tas av Domus i Stockholm anges.
I fråga om flytvästar finns det ingen objektiv undersökning som visar detta.,I fråga om flytvästar det finns ingen objektiv undersökning som visar detta.
På västar avsedda för barn mellan 30 och 50 kg kan det skilja en hel femtilapp i pris!,På västar avsedda för barn mellan 30 och 50 kg det kan skilja en hel femtilapp i pris!
Därför lägger man större vikt vid andra egenskaper hos bilen.,Därför man lägger större vikt vid andra egenskaper hos bilen.
Undan för undan skärper samhället minimikraven på bilsäkerheten.,Undan för undan samhället skärper minimikraven på bilsäkerheten.
På 20 år blev Sverige ett bilsamhälle.,På 20 år Sverige blev ett bilsamhälle.
1950 gjordes persontransporter till 33 procent med bil.,1950 persontransporter gjordes till 33 procent med bil.
Idag är siffran 85 procent.,Idag siffran är 85 procent.
"Visserligen säger statistiken att vi idag har en bil på var fjärde invånare och om femton år en bil på varannan invånare (dvs 4,5 miljoner bilar, dubbelt så många som nu).","Visserligen statistiken säger att vi idag har en bil på var fjärde invånare och om femton år en bil på varannan invånare (dvs 4,5 miljoner bilar, dubbelt så många som nu)."
"Men även i framtiden kommer många att stå utanför bilsamhället, liksom idag.","Men även i framtiden många kommer att stå utanför bilsamhället, liksom idag."
Varje morgon åker tre miljoner människor nästan samtidigt till sina arbeten.,Varje morgon tre miljoner människor åker nästan samtidigt till sina arbeten.
På samma gång skall en miljon barn till skolan.,På samma gång en miljon barn skall till skolan.
Till detta kommer de dödade och skadade som inte själva åkte bil - fotgängare och cyklister.,Till detta de dödade och skadade som inte själva åkte bil - fotgängare och cyklister kommer.
"I trafiksystemet använder bilister, cyklister och fotgängare ofta samma utrymme.","I trafiksystemet bilister, cyklister och fotgängare använder ofta samma utrymme."
"Ska man svänga till vänster på en väg eller gata med fordonstrafik i båda riktningarna, ska man ligga strax till höger om vägens mitt oavsett om det finns ett eller flera körfält i färdriktningen.","Ska svänga till vänster på en väg eller gata med fordonstrafik i båda riktningarna, man ska man ligga strax till höger om vägens mitt oavsett om det finns ett eller flera körfält i färdriktningen."
Efter svängen ska man åter hålla till höger.,Efter svängen man ska åter hålla till höger.
På en motortrafikled kan du alltså möta andra motorfordon på samma körbana.,På en motortrafikled du kan alltså möta andra motorfordon på samma körbana.
Vid påfart måste du lämna företräde åt trafiken som är inne på motorvägen eller motortrafikleden.,Vid påfart du måste lämna företräde åt trafiken som är inne på motorvägen eller motortrafikleden.
Dagen efter kan alkoholen dröja kvar länge - kroppen förbränner endast ca 2 cl sprit i timmen.,Dagen efter alkoholen kan dröja kvar länge - kroppen förbränner endast ca 2 cl sprit i timmen.
"Röstberättigad är svensk medborgare som * är född 1950 eller tidigare, * ej är omyndigförklarad, och * är upptagen i röstlängd.","Röstberättigad svensk medborgare som * är född 1950 eller tidigare, * ej är omyndigförklarad, och * är upptagen i röstlängd är."
En av nyheterna i årets val är att rösträttsåldern sänkts med ett år.,En av nyheterna i årets val rösträttsåldern är att sänkts med ett år.
På röstkortet står det i vilken vallokal du ska rösta och under vilken tid den är öppen på valdagen.,På röstkortet det står i vilken vallokal du ska rösta och under vilken tid den är öppen på valdagen.
En nyhet är att det obligatoriska uppehållet kl 11.00 - 13.00 är slopat.,En nyhet det obligatoriska uppehållet kl 11.00 - 13.00 är att är slopat.
För kandidater till landsting och kommunfullmäktige gäller fortfarande bostadsbandet.,För kandidater till landsting och kommunfullmäktige bostadsbandet gäller fortfarande.
Ofta delar partierna ut valsedlar i brevlådan.,Ofta partierna delar ut valsedlar i brevlådan.
I annat fall finns de hos partiernas expeditioner / valbyråer.,I annat fall de finns hos partiernas expeditioner / valbyråer.
I allmänhet finns de också vid vallokalerna.,I allmänhet de finns också vid vallokalerna.
Dessutom finns det valsedelsblanketter utan partibeteckning och namn på alla ställen där man kan rösta.,Dessutom det finns valsedelsblanketter utan partibeteckning och namn på alla ställen där man kan rösta.
