grammatical,ungrammatical
"Dessutom är XSL-formatmallar skrivna på ett sätt som påminner om XML-dokument, dvs med en kombination av XML-liknande märken och HTML som skapar en mall för ett resultat i ett visst format.","Dessutom vara XSL-formatmallar skrivna på ett sätt som påminner om XML-dokument, dvs med en kombination av XML-liknande märken och HTML som skapar en mall för ett resultat i ett visst format."
"Vi kan arbeta för en sänkning av förväntningarna på mannen i fråga om social och ekonomisk framgång och för en höjning av förväntningarna i fråga om delaktighet i hemarbete och barnuppfostran, i skapandet av hemmiljö och vardagstrivsel.","Vi kunna arbeta för en sänkning av förväntningarna på mannen i fråga om social och ekonomisk framgång och för en höjning av förväntningarna i fråga om delaktighet i hemarbete och barnuppfostran, i skapandet av hemmiljö och vardagstrivsel."
Välkommen när som helst... vi skulle bli väldigt glada...,Välkommen när som helst... vi skola bli väldigt glada...
Min mor låg vaken och begrundade detta och nästa morgon rådfrågade hon sin far med viss enträgenhet.,Min mor ligga vaken och begrundade detta och nästa morgon rådfrågade hon sin far med viss enträgenhet.
Mängdfunktionerna omfattar inte poster som innehåller tomma värden (null-värden) i beräkningarna.,Mängdfunktionerna omfatta inte poster som innehåller tomma värden (null-värden) i beräkningarna.
Ofta delar partierna ut valsedlar i brevlådan.,Ofta dela partierna ut valsedlar i brevlådan.
"Det betyder att när du flyttar en serie eller ett kategorifält till filterområdet och tillbaka, döljs tidigare dolda element igen.","Det betyda att när du flyttar en serie eller ett kategorifält till filterområdet och tillbaka, döljs tidigare dolda element igen."
Över de sanka stränderna som plattades ut och försvann i havet låg dimma.,Över de sanka stränderna som plattades ut och försvinna i havet låg dimma.
"Resultatet av detta känner vi: ökad oro i skolan, skolk och studieavbrott.","Resultatet av detta känna vi: ökad oro i skolan, skolk och studieavbrott."
"Dessa inkomster är * inkomst av tjänst - lön, pension, livränta, undantagsförmåner och övrig tjänsteinkomst. (Undantag: periodiskt understöd eller därmed jämförlig periodisk inkomst.) * inkomst av jordbruksfastighet - om den skattskyldige arbetat i jordbruket i ej blott ringa omfattning. * inkomst av rörelse - om den skattskyldige arbetat i rörelsen i ej blott ringa omfattning.","Dessa inkomster vara * inkomst av tjänst - lön, pension, livränta, undantagsförmåner och övrig tjänsteinkomst. (Undantag: periodiskt understöd eller därmed jämförlig periodisk inkomst.) * inkomst av jordbruksfastighet - om den skattskyldige arbetat i jordbruket i ej blott ringa omfattning. * inkomst av rörelse - om den skattskyldige arbetat i rörelsen i ej blott ringa omfattning."
"Hans egen släkt var sjömän från Liverpool och hade alltid jobbat i hamnen, på båtarna, i flottan eller på handelsfartyg.","Hans egen släkt vara sjömän från Liverpool och hade alltid jobbat i hamnen, på båtarna, i flottan eller på handelsfartyg."
När jag stod beredd att åka med nattväskan packad gav mor mig en flaska desinfektionsmedel.,När jag stå beredd att åka med nattväskan packad gav mor mig en flaska desinfektionsmedel.
Varför har brottsligheten - och speciellt ungdomsbrottsligheten - i Sverige ökat så starkt under 1950- och 1960-talet?,Varför ha brottsligheten - och speciellt ungdomsbrottsligheten - i Sverige ökat så starkt under 1950- och 1960-talet?
Ett exempel från Syd-Australien kan anföras.,Ett exempel från Syd-Australien kunna anföras.
"Det är koncentrerad strålning, men de tränger inte ned till den höjd där vi normalt befinner oss.","Det vara koncentrerad strålning, men de tränger inte ned till den höjd där vi normalt befinner oss."
I gruppen som följer extremt tidig dygnsrytm finns en tendens till högre kompensationsbehov (sömnskuld).,I gruppen som följa extremt tidig dygnsrytm finns en tendens till högre kompensationsbehov (sömnskuld).
Undersökningen med gammakameran i Lund tar inte längre tid än cirka tjugo minuter och sker fullständigt smärtfritt för patienten,Undersökningen med gammakameran i Lund ta inte längre tid än cirka tjugo minuter och sker fullständigt smärtfritt för patienten
Sjukfrånvaron i arbetslivet ökade med omkring 60 procent från 1962 till 1969.,Sjukfrånvaron i arbetslivet öka med omkring 60 procent från 1962 till 1969.
En tullunion är den bästa lösningen.,En tullunion vara den bästa lösningen.
Det skall inte mina soldater behöva bli utsatta för.,Det skola inte mina soldater behöva bli utsatta för.
Här nedan kan man läsa om några huvuddrag i äktenskapslagstiftningen.,Här nedan kunna man läsa om några huvuddrag i äktenskapslagstiftningen.
Regeringsformen är från 1809 och riksdagsordningen från 1866.,Regeringsformen vara från 1809 och riksdagsordningen från 1866.
Vad rösterna än ropar i vinden så visar deras mångfald att det är nödvändigt att dra datamaskinens insug ända fram till valbåset.,Vad rösterna än ropa i vinden så visar deras mångfald att det är nödvändigt att dra datamaskinens insug ända fram till valbåset.
"En ren formalitet, försäkrade sekreteraren, med en uppsyn som om han tog den livligaste del i alla mina vedermödor.","En ren formalitet, försäkra sekreteraren, med en uppsyn som om han tog den livligaste del i alla mina vedermödor."
Han var tyst.,Han vara tyst.
Utkörning förekommer inte på sön- och helgdagar.,Utkörning förekomma inte på sön- och helgdagar.
Lämna mig i fred lägg av jag försöker sova,Lämna mig i fred lägg av jag försöka sova
Kommunalvalen är minst lika förvirrande som riksdagsvalet.,Kommunalvalen vara minst lika förvirrande som riksdagsvalet.
För det första föreslår han en förordning som skall öka öppenheten och märkningens överensstämmelse med fakta.,För det första föreslå han en förordning som skall öka öppenheten och märkningens överensstämmelse med fakta.
Men det större problemet - folkökningen och bristen på resurser - är mer svårlöst.,Men det större problemet - folkökningen och bristen på resurser - vara mer svårlöst.
"Harry hade aldrig träffat någon av dem men visste att Charlie var i Rumänien, där han studerade drakar, och Bill i Egypten, där han arbetade för trollkarlsbanken Gringotts.","Harry ha aldrig träffat någon av dem men visste att Charlie var i Rumänien, där han studerade drakar, och Bill i Egypten, där han arbetade för trollkarlsbanken Gringotts."
Solitära getingar gräver ett par cm djupa bon med en enda cell i botten.,Solitära getingar gräva ett par cm djupa bon med en enda cell i botten.
Fram till maj - juni nästa år är det lagkaptenen Sverker Åström som under Feldts ordförandeskap gör det reella jobbet.,Fram till maj - juni nästa år vara det lagkaptenen Sverker Åström som under Feldts ordförandeskap gör det reella jobbet.
"För det första tilltar betänkligheterna, det stämmer utan tvivel, även hos experterna.","För det första tillta betänkligheterna, det stämmer utan tvivel, även hos experterna."
Vart tog nu valfriheten vägen?,Vart ta nu valfriheten vägen?
Det beror på att undervisningssystemen övertagits från den forna kolonialmakten och ofta har värderingar från 1800-talet.,Det bero på att undervisningssystemen övertagits från den forna kolonialmakten och ofta har värderingar från 1800-talet.
Eftersom han vägde över hundra kilo hade jag ett förskräckligt besvär med bärarna.,Eftersom han väga över hundra kilo hade jag ett förskräckligt besvär med bärarna.
Harry satte sig plötsligt käpprakt upp på trädgårdsbänken.,Harry sätta sig plötsligt käpprakt upp på trädgårdsbänken.
När pekaren ändras till en dubbelriktad pil kan du dra linjen till den nya platsen.,När pekaren ändras till en dubbelriktad pil kunna du dra linjen till den nya platsen.
Ett intensivt arbete pågår för att klarlägga denna sjukdom.,Ett intensivt arbete pågå för att klarlägga denna sjukdom.
Det började kännas lite olustigt.,Det börja kännas lite olustigt.
"Eller detta: Nervcentrum för hela säkerhetssystemet i en revolutionär stat (eller varje annan stat) ligger i en hemlig kropp, vars identitet och själva existens av säkerhetshänsyn endast får vara känd av den revolutionära regeringens ledare och minsta möjliga antal övriga ledare.","Eller detta: Nervcentrum för hela säkerhetssystemet i en revolutionär stat (eller varje annan stat) ligga i en hemlig kropp, vars identitet och själva existens av säkerhetshänsyn endast får vara känd av den revolutionära regeringens ledare och minsta möjliga antal övriga ledare."
Detta var så normalt att ingen lade märke till det.,Detta vara så normalt att ingen lade märke till det.
Kristendomskunskap byter namn och kallas religionskunskap.,Kristendomskunskap byta namn och kallas religionskunskap.
Och ljuset är en av de absolut viktigaste tillbehören på bilen så här års.,Och ljuset vara en av de absolut viktigaste tillbehören på bilen så här års.
Samtidigt insåg jag hur orimligt det var att hänga upp något på en kyss.,Samtidigt inse jag hur orimligt det var att hänga upp något på en kyss.
Enbart i KF:s sortiment finns det omkring tusen olika leksaker.,Enbart i KF:s sortiment finnas det omkring tusen olika leksaker.
"Hamna i ett träsk, marschera genom skogar och till slut i en förläggning långt inne i landet känna hur barbariet, det absoluta barbariet, hade slutit sig omkring honom – hela detta vildmarkens hemlighetsfulla liv som pulserar i skog, i djungel, i vilda människors hjärtan.","Hamna i ett träsk, marschera genom skogar och till slut i en förläggning långt inne i landet känna hur barbariet, det absoluta barbariet, ha slutit sig omkring honom – hela detta vildmarkens hemlighetsfulla liv som pulserar i skog, i djungel, i vilda människors hjärtan."
Det var ingen brådska.,Det vara ingen brådska.
"Det kan bli en öppnare, friare människa, mindre benägen att hänga in sitt privata revir.","Det kunna bli en öppnare, friare människa, mindre benägen att hänga in sitt privata revir."
Medan vattnet rann i handfatet i badrummet bestämde han sig för att raka sig också.,Medan vattnet rinna i handfatet i badrummet bestämde han sig för att raka sig också.
Klockhoff är knuten till försvarets sjukvårdsstyrelse som är ansvarig inom denna sektor.,Klockhoff vara knuten till försvarets sjukvårdsstyrelse som är ansvarig inom denna sektor.
På framsidan fanns ett stort fotografi av en mycket stilig trollkarl med vågigt blont hår och klarblå ögon.,På framsidan finnas ett stort fotografi av en mycket stilig trollkarl med vågigt blont hår och klarblå ögon.
Hemmafrun som förstår sitt värde kan inte skrämmas bort av någon socialistisk skatteskruv.,Hemmafrun som förstå sitt värde kan inte skrämmas bort av någon socialistisk skatteskruv.
"Men med könsroll avser man inte bara de delar av spelet mellan man och kvinna som är direkt beroende av kroppsliga olikheter utan också de skilda roller män och kvinnor spelar i mänsklig samlevnad över huvud, i familj och i samhälle.","Men med könsroll avse man inte bara de delar av spelet mellan man och kvinna som är direkt beroende av kroppsliga olikheter utan också de skilda roller män och kvinnor spelar i mänsklig samlevnad över huvud, i familj och i samhälle."
